42758	30559398
27093	30559398
6801	30559398
33250	30559398
33250	30559398
33250	30559398
33250	30559398
33250	30559398
33250	30559398
72314	30559398
72314	30559398
72314	30559398
72314	30559398
15377	30559398
37577	30835438
16188	30835438
15377	30835438
33233	30835438
10545	30835438
37577	30835438
35274	30835438
15377	30835438
18133	30835438
45863	30835438
59809	30835438
9168	30835438
37943	30835438
76842	30835438
44520	30835438
32154	30835438
15734	30835438
16188	30835438
15377	30835438
16188	30835438
15377	30835438
59266	30835438
18310	30835438
59266	30835438
18310	30835438
10545	30835438
10545	30835438
10545	30835438
16188	30835438
15377	30835438
16670	30835438
16670	30835438
16670	30835438
10545	30835438
10545	30835438
10545	30835438
15377	30835438
7630	30835438
30085	30835438
32875	30835438
28851	30835438
8387	30835438
30085	30835438
32875	30835438
28851	30835438
8387	30835438
30085	30835438
32875	30835438
28851	30835438
8387	30835438
45713	30835438
7630	30835438
33128	30835438
37595	30835438
36420	30835438
76173	30835438
34338	30835438
34422	30835438
32875	30835438
46882	30835438
29358	30835438
8241	30835438
8241	30835438
24712	30835438
47923	30835438
37904	30835438
23965	30835438
23965	30835438
17263	30835438
4518	30835438
17347	30835438
84327	30835438
34892	30835438
80630	30835438
6872	30835438
52082	30835438
42478	30835438
52295	30835438
46884	30835438
52082	30835438
23965	30835438
23965	30835438
34025	30835438
43176	30835438
57545	30835438
17347	30835438
31669	30835438
3908	30835438
1156	30835438
4518	30835438
17263	30835438
51739	30835438
6872	30835438
52082	30835438
4883	30835438
42478	30835438
52295	30835438
34892	30835438
46884	30835438
80630	30835438
15377	30835438
42758	31467584
16247	31467584
15414	31467584
25413	31467584
27594	31467584
18059	31467584
18059	31467584
18059	31467584
42758	31467584
42758	31467584
16113	31467584
16113	31467584
15414	31467584
16247	31467584
64583	31467584
64482	31467584
64482	31467584
60479	31467584
44520	31467584
41264	31467584
35701	31467584
17883	31467584
28885	31467584
35581	31467584
15377	31467584
44520	31467584
30751	31467584
15377	31467584
39426	31467584
15377	31467584
44520	31467584
44520	31467584
15756	31467584
62947	31467584
15366	31467584
15377	31467584
38472	31467584
17824	31467584
30860	31467584
15377	31467584
15377	31467584
30751	31467584
44520	31467584
17824	31467584
30751	31467584
16247	31467584
16247	31467584
28875	31467584
28875	31467584
18059	31467584
44520	31467584
62947	31467584
16247	31467584
15354	31467584
27594	31467584
15414	31467584
39547	31467584
39547	31467584
39547	31467584
17824	31467584
44520	31467584
15377	31467584
15414	31467584
28842	31467584
28875	31467584
28842	31467584
16113	31467584
42758	31467584
42758	31467584
16113	31467584
16113	31467584
16113	31467584
16113	31467584
16113	31467584
16113	31467584
16113	31467584
18133	31467584
39547	31467584
27594	31467584
27594	31467584
27594	31467584
25413	31467584
28837	31467584
15414	31467584
60479	31467584
64482	31467584
64482	31467584
64583	31467584
75088	31467584
16247	31467584
15414	31467584
35701	31467584
18059	31467584
16247	31467584
