24431	-
23367	-
24870	-
24867	-
23905	-
33429	0.00000
30151	26.98154
16042	0.0
17051	18.99840
24060	-
28741	41.98817
32129	160.92772
30340	126.86660
51990	261.46210
49499	47.00899
66871	37.03690
66872	58.09670
135933	156.707
17996	35.45270
23114	-
36093	-
6636	95.21040
86345	203.30300
86355	113.22600
131394	131.241
31206	53.49120
3312	110.98340
86158	147.01500
91243	219.076
26710	58.44247
46715	58.443
30341	143.32090
32588	74.55100
35696	129.83860
53503	237.93100
36383	158.52540
36385	266.61708
37117	239.83600
32213	236.420
48607	42.39370
49976	136.29540
87627	475.49200
49553	134.45200
86318	170.48300
91245	224.528
53472	98.99900
62843	79.91800
63020	195.26500
63039	168.35800
63041	125.84400
86368	197.90500
131395	161.874
63317	208.23300
86153	244.26400
67096	279.40000
74856	228.11900
74895	293.920
77566	233.03600
78067	189.62000
78074	225.65000
78672	120.92100
86249	198.81200
86254	270.29600
88212	278.123
124988	300.045
134744	252.075
36094	-
36807	-
36808	333.87600
36806	333.87600
31526	333.87600
31519	331.90342
36804	331.90342
36805	331.90342
39440	703.14382
2380	372.88664
2619	187.70936
9016	439.00044
3612	336.21532
3649	355.32558
5882	316.86800
48556	236.74026
31472	236.74026
48557	236.74026
48566	407.03500
9399	444.974
142553	444.974
142565	-
8714	474.978
50003	373.91596
6439	327.84600
50140	345.90586
5819	447.82534
50224	304.72994
50362	288.80112
32014	424.32382
30961	205.63852
8777	350.86558
50377	373.90932
9589	300.24704
9606	495.07300
50512	270.79800
60791	288.81400
8094	203.66570
8429	271.78610
50652	464.81284
6213	219.66510
50687	207.61500
50697	493.93714
50727	517.40236
8460	320.88082
50740	510.046
31780	455.41880
8598	299.83742
50854	512.07822
8492	376.94408
32314	467.41200
8462	320.88000
9655	408.32500
9712	388.87879
51025	363.94528
31228	625.58140
51037	285.77100
51040	371.30422
4449	302.84140
51045	302.84200
5791	321.79834
9087	223.74146
31843	300.82552
9944	313.86246
32286	425.90962
8449	323.90034
51148	284.24900
51147	302.26400
8500	295.80412
51161	295.80412
8498	375.93184
51178	375.93184
7455	393.90406
8604	201.69288
51213	476.03058
31191	285.80930
7479	371.92606
7857	393.94712
51330	393.950
7495	506.46800
9446	459.92430
31847	290.74300
8365	419.86198
3224	421.965
7859	351.825
134679	-
3438	328.83400
9710	480.41797
51739	301.81362
51742	273.76046
21182	541.76742
31836	269.76684
51876	303.83000
2969	501.98174
52055	794.68500
52115	524.39700
52167	669.89300
34993	517.98200
52712	403.00100
52715	421.01600
4696	415.95300
53308	-
60621	-
53305	-
53342	-
60612	-
53367	243.13200
53509	429.89700
53452	259.17500
